Model:	LI-7810
SN:	TG10-01100
Software Version:	2.0.25
Timestamp:	2021-05-06 11:53:37
Timezone:	Europe/Helsinki
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag	date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1620295059	103380918	15383	0	2021-05-06	12:57:39	6058.24	417.852	1983.69	39.8129	55.001	29.5653	43.7385	0.00118852	12.8411	54.4998	-238.75	0.218209	14.8103	 70
DATA	1620295060	103380918	15387	0	2021-05-06	12:57:40	6076.99	416.706	1983.83	39.8125	55.001	29.5645	43.7385	0.00119702	12.8409	54.5	-199	0.218209	14.8096	 12
DATA	1620295061	103380918	15391	0	2021-05-06	12:57:41	6098.62	417.793	1983.53	39.8129	55.001	29.5637	43.7385	0.00120033	12.841	54.5	-142.25	0.218209	14.8096	 82
DATA	1620295062	103064060	15395	0	2021-05-06	12:57:42	6212.76	417.358	1983.14	39.8125	55.001	29.562	43.7387	0.00122766	12.8408	54.5	-240	0.218209	14.8092	176
DATA	1620295063	103064060	15399	0	2021-05-06	12:57:43	6121.64	417.652	1983.57	39.8154	55.001	29.5629	43.7383	0.00117697	12.8408	54.5002	96	0.218209	14.8092	 50
DATA	1620295064	103064060	15403	0	2021-05-06	12:57:44	6188.31	417.84	1983.33	39.8146	55.001	29.5637	43.7385	0.00120158	12.8398	54.4998	4.25	0.218209	14.8092	 99
DATA	1620295065	103064060	15407	0	2021-05-06	12:57:45	6246.86	418.557	1983.35	39.8146	55.001	29.5633	43.7385	0.00121703	12.84	54.5	-289.5	0.218209	14.8092	240
DATA	1620295066	103064060	15411	0	2021-05-06	12:57:46	6439.36	418.405	1982.55	39.8142	55.001	29.5625	43.7385	0.00126715	12.8391	54.5002	-88.25	0.218209	14.8096	232
DATA	1620295067	103064060	15415	0	2021-05-06	12:57:47	6342.3	418.715	1982.77	39.8154	55.001	29.5629	43.7385	0.00122532	12.8397	54.4998	-50	0.218209	14.8096	 54
DATA	1620295068	103064060	15419	0	2021-05-06	12:57:48	6231.06	417.99	1982.99	39.8162	55.001	29.5625	43.7385	0.00119152	12.8399	54.4998	93	0.218209	14.8092	 27
DATA	1620295069	103064060	15423	0	2021-05-06	12:57:49	6197.75	417.771	1983.09	39.8154	55.001	29.5645	43.7385	0.00118587	12.8396	54.4998	-3	0.218209	14.808	 26
DATA	1620295070	102752923	15427	0	2021-05-06	12:57:50	6280.08	418.437	1982.95	39.8154	55.001	29.5637	43.7381	0.00120484	12.8396	54.5002	-29.25	0.218209	14.8084	238
DATA	1620295071	102752923	15431	0	2021-05-06	12:57:51	6086.25	417.284	1983.65	39.815	55.001	29.5637	43.7385	0.00116185	12.8406	54.4998	11.75	0.218209	14.8076	157
DATA	1620295072	102752923	15435	0	2021-05-06	12:57:52	5960.64	417.779	1983.81	39.8166	55.001	29.5641	43.7383	0.00113383	12.8409	54.4998	23	0.218209	14.808	 17
DATA	1620295073	102752923	15439	0	2021-05-06	12:57:53	5944.87	417.734	1983.87	39.8166	55.0012	29.5653	43.7385	0.00113119	12.8409	54.4998	212.25	0.218209	14.808	 20
DATA	1620295074	102752923	15443	0	2021-05-06	12:57:54	6028.56	417.171	1983.62	39.8162	55.001	29.5669	43.7385	0.00115225	12.841	54.4998	-102	0.218209	14.808	 42
DATA	1620295075	102752923	15447	0	2021-05-06	12:57:55	6112.71	416.83	1983.34	39.8158	55.0012	29.5669	43.7385	0.00117139	12.8409	54.4998	-172.25	0.218209	14.8084	 60
DATA	1620295076	102752923	15451	0	2021-05-06	12:57:56	5859.6	418.052	1984.13	39.8162	55.0014	29.5678	43.7385	0.00111993	12.8411	54.4998	-38.5	0.218209	14.8076	220
DATA	1620295077	102437019	15455	0	2021-05-06	12:57:57	5978.24	420.149	1983.39	39.8162	55.0012	29.5686	43.7385	0.00114251	12.8415	54.4998	32.25	0.218209	14.8068	 14
DATA	1620295078	102437019	15459	0	2021-05-06	12:57:58	6092.71	422.567	1983.85	39.815	55.0014	29.5698	43.7387	0.00116154	12.8405	54.5	-199	0.218209	14.8068	 21
DATA	1620295079	102437019	15463	0	2021-05-06	12:57:59	5786.2	418.748	1984.16	39.8166	55.0018	29.5706	43.7389	0.00109747	12.8417	54.4998	-90	0.218209	14.8076	148
DATA	1620295080	102437019	15467	0	2021-05-06	12:58:00	5826.63	418.823	1984.07	39.8158	55.0016	29.5694	43.7383	0.00111506	12.8418	54.4998	-21.5	0.218209	14.808	201
DATA	1620295081	102437019	15471	0	2021-05-06	12:58:01	5926.35	418.979	1984.06	39.815	55.0012	29.5698	43.7385	0.00113343	12.8412	54.4998	-130.5	0.218209	14.8068	253
DATA	1620295082	102437019	15475	0	2021-05-06	12:58:02	6001.19	418.69	1983.78	39.8154	55.001	29.5706	43.7385	0.00116042	12.8409	54.4998	-104.25	0.218209	14.8072	239
DATA	1620295083	102437019	15479	0	2021-05-06	12:58:03	6131.51	417.889	1983.67	39.8154	55.001	29.5678	43.7385	0.00117095	12.8401	54.4998	-374.25	0.218209	14.8072	 62
DATA	1620295084	102437019	15483	0	2021-05-06	12:58:04	6053.8	417.729	1983.84	39.8158	55.001	29.5649	43.7385	0.00117139	12.8407	54.4998	-50.25	0.218209	14.808	165
DATA	1620295085	102123022	15487	0	2021-05-06	12:58:05	5938.22	418.077	1983.99	39.8154	55.001	29.5669	43.7389	0.00113995	12.8412	54.4998	-50	0.218209	14.806	 68
DATA	1620295086	102123022	15491	0	2021-05-06	12:58:06	5924.61	417.384	1983.95	39.8162	55.001	29.5665	43.7385	0.001131	12.8416	54.4998	20	0.218209	14.806	144
DATA	1620295087	102123022	15495	0	2021-05-06	12:58:07	5963.34	418.37	1984.05	39.8162	55.001	29.5669	43.7381	0.0011446	12.8409	54.4998	-195.25	0.218209	14.8056	205
DATA	1620295088	102123022	15499	0	2021-05-06	12:58:08	6135.52	418.184	1983.47	39.8158	55.001	29.5657	43.7385	0.00118182	12.84	54.4998	-120	0.218209	14.8052	 48
DATA	1620295089	102123022	15503	0	2021-05-06	12:58:09	6000.71	418.1	1983.94	39.8158	55.001	29.5661	43.7387	0.00115382	12.8407	54.4998	-151.25	0.218209	14.8052	174
DATA	1620295090	102123022	15507	0	2021-05-06	12:58:10	5755.82	418.084	1984.42	39.8154	55.001	29.5661	43.7385	0.00110456	12.842	54.4998	-93	0.218209	14.8045	 29
DATA	1620295091	102123022	15511	0	2021-05-06	12:58:11	5732.38	417.862	1984.32	39.8158	55.0008	29.5657	43.7385	0.00109249	12.8416	54.4998	-31.25	0.218209	14.8052	 32
DATA	1620295092	101810932	15515	0	2021-05-06	12:58:12	5774.37	418.359	1984.37	39.8162	55.0003	29.5669	43.7385	0.0011055	12.842	54.4998	-29.25	0.218209	14.8052	204
DATA	1620295093	101810932	15519	0	2021-05-06	12:58:13	5900.52	417.248	1984.34	39.8158	55.0003	29.5678	43.7387	0.00113341	12.8415	54.4998	-80.75	0.218209	14.8049	 51
DATA	1620295094	101810932	15523	0	2021-05-06	12:58:14	5718.98	417.269	1984.49	39.8154	55.0003	29.5665	43.7385	0.00109581	12.8422	54.4998	93	0.218209	14.8045	130
DATA	1620295095	101810932	15527	0	2021-05-06	12:58:15	5712.13	416.878	1984.31	39.8166	55.0003	29.569	43.7385	0.00109285	12.8426	54.4998	-67.25	0.218209	14.8041	  6
DATA	1620295096	101810932	15531	0	2021-05-06	12:58:16	5849.08	417.549	1984.39	39.8158	55.0003	29.5702	43.7383	0.00112227	12.8413	54.4998	-157.25	0.218209	14.8041	 97
DATA	1620295097	101810932	15535	0	2021-05-06	12:58:17	5842.7	416.372	1984.31	39.8158	55.0003	29.5694	43.7383	0.00111667	12.8409	54.4998	-69.75	0.218209	14.8041	 13
DATA	1620295098	101810932	15539	0	2021-05-06	12:58:18	5718.51	417.533	1984.36	39.8158	55.0003	29.5686	43.7385	0.0010911	12.8423	54.4998	-107	0.218209	14.8041	157
DATA	1620295099	101810932	15543	0	2021-05-06	12:58:19	5626.04	416.083	1984.6	39.8158	55.0003	29.569	43.7385	0.00106897	12.8423	54.4998	-43	0.218209	14.8045	 67
DATA	1620295100	101491928	15547	0	2021-05-06	12:58:20	5701.23	417.067	1984.34	39.8162	55.0003	29.5706	43.7385	0.00109241	12.8422	54.4998	-107.25	0.218209	14.8041	 67
DATA	1620295101	101491928	15551	0	2021-05-06	12:58:21	6022.75	416.703	1983.92	39.8154	55.0003	29.5686	43.7385	0.00116091	12.8409	54.4998	-146.25	0.218209	14.8052	 86
DATA	1620295102	101491928	15555	0	2021-05-06	12:58:22	5683.88	415.948	1984.54	39.819	55.0003	29.5686	43.7385	0.00106158	12.8422	54.4998	227.25	0.218209	14.8025	 22
DATA	1620295103	101491928	15559	0	2021-05-06	12:58:23	5545.58	416.311	1984.48	39.8133	55.0003	29.569	43.7385	0.00106753	12.8435	54.4998	-226.25	0.218209	14.8021	 47
DATA	1620295104	101491928	15563	0	2021-05-06	12:58:24	5546.8	415.49	1984.64	39.8129	55.0003	29.5674	43.7383	0.00108921	12.843	54.4998	-263.25	0.218209	14.8025	209
DATA	1620295105	101491928	15567	0	2021-05-06	12:58:25	5584.62	415.902	1984.32	39.8125	55.0003	29.5653	43.7383	0.00109331	12.8422	54.4998	-306.75	0.218209	14.8025	 91
DATA	1620295106	101491928	15571	0	2021-05-06	12:58:26	5714.31	415.8	1984.43	39.8133	55.0003	29.5633	43.7385	0.00112922	12.8423	54.4998	-180.75	0.218209	14.8025	238
DATA	1620295107	101182937	15575	0	2021-05-06	12:58:27	5717.73	415.501	1984.61	39.8129	55.0003	29.5616	43.7385	0.0011187	12.8421	54.5	-200	0.218209	14.8017	228
DATA	1620295108	101182937	15579	0	2021-05-06	12:58:28	5905.98	416.105	1984.03	39.8137	55.0003	29.5608	43.7385	0.0011734	12.8413	54.4998	-152	0.218209	14.8021	150
DATA	1620295109	101182937	15583	0	2021-05-06	12:58:29	6116.87	417.631	1984.33	39.8129	55.0003	29.5604	43.7385	0.00121602	12.8401	54.4998	-272.5	0.218209	14.8025	 36
DATA	1620295110	101182937	15587	0	2021-05-06	12:58:30	5852.5	416.675	1984.52	39.8137	55.0003	29.5608	43.7385	0.0011588	12.8415	54.4998	-125.25	0.218209	14.8013	251
DATA	1620295111	101182937	15591	0	2021-05-06	12:58:31	5716.3	415.829	1984.63	39.8146	55.0003	29.5596	43.7385	0.00111175	12.842	54.4998	-4.75	0.218209	14.8009	152
DATA	1620295112	101182937	15595	0	2021-05-06	12:58:32	5719.5	416.633	1984.7	39.8154	55.0003	29.5592	43.7387	0.00111654	12.842	54.5	-38.5	0.218209	14.8005	189
DATA	1620295113	101182937	15599	0	2021-05-06	12:58:33	5711.26	416.759	1984.71	39.8142	55.0003	29.5592	43.7385	0.00111266	12.8415	54.4998	-2.25	0.218209	14.8009	252
DATA	1620295114	101182937	15603	0	2021-05-06	12:58:34	5791.86	416.652	1984.71	39.8137	55.0003	29.5588	43.7385	0.00112934	12.8418	54.4998	54.75	0.218209	14.8005	 16
DATA	1620295115	100872039	15607	0	2021-05-06	12:58:35	5938.82	416.419	1984.33	39.815	55.0003	29.5608	43.7385	0.00115894	12.8417	54.4998	-210.25	0.218209	14.8013	 46
DATA	1620295116	100872039	15611	0	2021-05-06	12:58:36	5790.06	416.612	1984.7	39.8133	55.0003	29.5608	43.7385	0.00112879	12.8413	54.4998	-155.25	0.218209	14.8013	 36
DATA	1620295117	100872039	15615	0	2021-05-06	12:58:37	5549.14	415.355	1985.1	39.815	55.0003	29.5604	43.7385	0.00107812	12.8425	54.4998	56	0.218209	14.8009	  1
DATA	1620295118	100872039	15619	0	2021-05-06	12:58:38	5609.63	416.289	1984.82	39.8142	55.0003	29.5604	43.7385	0.00108287	12.8428	54.4998	-26.25	0.218209	14.8013	 60
DATA	1620295119	100872039	15623	0	2021-05-06	12:58:39	5846.25	416.204	1984.87	39.8142	55.0003	29.5612	43.7385	0.00114091	12.8417	54.4998	-161.25	0.218209	14.8005	 86
DATA	1620295120	100872039	15627	0	2021-05-06	12:58:40	5793.64	416.079	1985.03	39.8137	55.0003	29.5612	43.7385	0.00113142	12.842	54.5002	-54.75	0.218209	14.7998	234
DATA	1620295121	100872039	15631	0	2021-05-06	12:58:41	5585.16	415.772	1984.89	39.8137	55.0003	29.5616	43.7383	0.00109156	12.8425	54.5004	-34.5	0.218209	14.7994	245
DATA	1620295122	100554943	15635	0	2021-05-06	12:58:42	5666.08	416.204	1985.22	39.8142	55.0003	29.5616	43.7385	0.00111257	12.8423	54.5002	-91.25	0.218209	14.7994	 18
DATA	1620295123	100554943	15639	0	2021-05-06	12:58:43	5804.46	416.28	1984.87	39.8146	55.0003	29.562	43.7385	0.00113359	12.8419	54.5005	-40.25	0.218209	14.7994	200
DATA	1620295124	100554943	15643	0	2021-05-06	12:58:44	5903.35	417.289	1984.78	39.815	55.0003	29.5588	43.7387	0.00115612	12.8418	54.5005	-70.75	0.218209	14.8001	244
DATA	1620295125	100554943	15647	0	2021-05-06	12:58:45	5621.72	415.678	1985.07	39.8154	55.0003	29.56	43.7387	0.00109664	12.8423	54.5005	-85.5	0.218209	14.8001	139
DATA	1620295126	100554943	15651	0	2021-05-06	12:58:46	5604.48	415.073	1984.98	39.8141	55.0003	29.56	43.7385	0.00109161	12.8426	54.5005	-86.75	0.218209	14.8001	183
DATA	1620295127	100554943	15655	0	2021-05-06	12:58:47	5699.31	416.157	1984.65	39.815	55.0003	29.5608	43.7385	0.00111067	12.8419	54.5005	-119.25	0.218209	14.7986	 54
DATA	1620295128	100554943	15659	0	2021-05-06	12:58:48	5904.92	416.3	1984.49	39.8137	55.0003	29.5612	43.7385	0.00115946	12.8415	54.5005	-301.75	0.218209	14.7986	  4
DATA	1620295129	100554943	15663	0	2021-05-06	12:58:49	6037.71	417.198	1984.68	39.8137	55.0003	29.5576	43.7385	0.00118333	12.8412	54.5005	-50.75	0.218209	14.7982	 57
DATA	1620295130	100241899	15667	0	2021-05-06	12:58:50	5687.91	415.613	1984.69	39.8142	55.0003	29.5576	43.7381	0.00111349	12.8425	54.5005	90	0.218209	14.7978	113
DATA	1620295131	100241899	15671	0	2021-05-06	12:58:51	5545.49	415.965	1984.96	39.8137	55.0003	29.5592	43.7385	0.00107985	12.8424	54.5005	-17.75	0.218209	14.7982	 69
DATA	1620295132	100241899	15675	0	2021-05-06	12:58:52	5627.08	415.628	1984.75	39.8146	55.0005	29.5588	43.7383	0.00109645	12.8425	54.5005	-91	0.218209	14.7982	169
DATA	1620295133	100241899	15679	0	2021-05-06	12:58:53	5728.88	416.023	1984.57	39.8137	55.0003	29.5596	43.7385	0.00111859	12.8424	54.5005	-137.5	0.218209	14.7982	 65
DATA	1620295134	100241899	15683	0	2021-05-06	12:58:54	5761.42	416.415	1984.79	39.8137	55.0003	29.5584	43.7385	0.00112456	12.8417	54.5005	-136.25	0.218209	14.7986	104
DATA	1620295135	100241899	15687	0	2021-05-06	12:58:55	5679.27	415.887	1984.64	39.8142	55.0006	29.5584	43.7385	0.00111496	12.842	54.5005	-125	0.218209	14.7986	180
DATA	1620295136	100241899	15691	0	2021-05-06	12:58:56	5829.53	416.449	1984.66	39.8133	55.0005	29.5592	43.7385	0.00113936	12.8415	54.5005	-83.5	0.218209	14.7978	 20
DATA	1620295137	99929094	15695	0	2021-05-06	12:58:57	5870.23	416.158	1984.79	39.8146	55.0006	29.5584	43.7383	0.00115406	12.8408	54.5005	179.75	0.218209	14.7974	 49
DATA	1620295138	99929094	15699	0	2021-05-06	12:58:58	5740.5	416.556	1984.72	39.815	55.0008	29.558	43.7385	0.00111666	12.842	54.5005	-95	0.218209	14.7974	199
DATA	1620295139	99929094	15703	0	2021-05-06	12:58:59	5822.77	415.578	1984.62	39.8133	55.0005	29.5588	43.7383	0.00114411	12.842	54.5005	-37.75	0.218209	14.7962	229
DATA	1620295140	99929094	15707	0	2021-05-06	12:59:00	5740.07	416.134	1984.79	39.8142	55.001	29.5608	43.7383	0.00111611	12.8424	54.5005	4	0.218209	14.7962	196
DATA	1620295141	99929094	15711	0	2021-05-06	12:59:01	5575.37	414.359	1985	39.8137	55.0008	29.5604	43.7385	0.00108728	12.8432	54.5005	-40.25	0.218209	14.7966	113
DATA	1620295142	99929094	15715	0	2021-05-06	12:59:02	5549.72	414.976	1985.13	39.8142	55.001	29.56	43.7385	0.00107667	12.8427	54.5005	36.75	0.218209	14.797	 28
DATA	1620295143	99929094	15719	0	2021-05-06	12:59:03	5605.63	415.197	1985.02	39.8146	55.0008	29.562	43.7387	0.00109307	12.8425	54.5005	-122.25	0.218209	14.7962	  0
DATA	1620295144	99929094	15723	0	2021-05-06	12:59:04	5696.76	415.632	1985.31	39.8146	55.001	29.5616	43.7385	0.00110887	12.8426	54.5005	-220.75	0.218209	14.795	218
DATA	1620295145	99618911	15727	0	2021-05-06	12:59:05	5747.59	415.515	1985.44	39.8146	55.001	29.5608	43.7387	0.00113045	12.8422	54.5005	-223.25	0.218209	14.795	205
DATA	1620295146	99618911	15731	0	2021-05-06	12:59:06	5767.12	415.715	1985.53	39.8146	55.001	29.562	43.7381	0.0011306	12.842	54.5005	-104	0.218209	14.795	139
DATA	1620295147	99618911	15735	0	2021-05-06	12:59:07	5949.18	415.737	1985.71	39.815	55.001	29.5588	43.7381	0.00117162	12.8415	54.5005	-280.25	0.218209	14.7954	222
DATA	1620295148	99618911	15739	0	2021-05-06	12:59:08	5618.66	415.387	1985.95	39.8146	55.001	29.5588	43.7385	0.00110344	12.8423	54.5005	-98.75	0.218209	14.7954	246
DATA	1620295149	99618911	15743	0	2021-05-06	12:59:09	5627.01	415.949	1985.76	39.8142	55.001	29.5608	43.7385	0.00109522	12.8424	54.5005	272.25	0.218209	14.7954	223
DATA	1620295150	99618911	15747	0	2021-05-06	12:59:10	5627.53	415.101	1985.98	39.8142	55.001	29.562	43.7385	0.00110004	12.8423	54.5005	-167	0.218209	14.7958	 37
DATA	1620295151	99618911	15751	0	2021-05-06	12:59:11	5780.37	416.564	1985.69	39.8146	55.001	29.56	43.7385	0.00112832	12.8421	54.5005	-204	0.218209	14.7958	  3
DATA	1620295152	99301099	15755	0	2021-05-06	12:59:12	5920.6	415.367	1985.7	39.8146	55.001	29.5592	43.7385	0.00116486	12.8415	54.5005	-318.75	0.218209	14.7958	171
DATA	1620295153	99301099	15759	0	2021-05-06	12:59:13	5988.87	415.895	1985.75	39.815	55.001	29.558	43.7387	0.00117053	12.8411	54.5005	-179.75	0.218209	14.7947	195
DATA	1620295154	99301099	15763	0	2021-05-06	12:59:14	5936.6	415.247	1985.59	39.815	55.001	29.5567	43.7385	0.00116367	12.8406	54.5005	-213.75	0.218209	14.7939	173
DATA	1620295155	99301099	15767	0	2021-05-06	12:59:15	5975.74	416.244	1985.57	39.8142	55.001	29.5576	43.7383	0.00118126	12.8413	54.5005	-249	0.218209	14.7943	121
DATA	1620295156	99301099	15771	0	2021-05-06	12:59:16	6201.37	416.125	1985.44	39.8142	55.001	29.5567	43.7389	0.00122368	12.8404	54.5005	-300.5	0.218209	14.7935	191
DATA	1620295157	99301099	15775	0	2021-05-06	12:59:17	6000.54	415.275	1985.66	39.8166	55.001	29.5531	43.7385	0.00116525	12.8413	54.5005	-0.75	0.218209	14.7931	145
DATA	1620295158	99301099	15779	0	2021-05-06	12:59:18	5806.56	416.426	1985.68	39.8158	55.001	29.5551	43.7385	0.00112496	12.8421	54.5005	195.5	0.218209	14.7935	187
DATA	1620295159	99301099	15783	0	2021-05-06	12:59:19	5796.2	415.477	1985.56	39.8162	55.001	29.5559	43.7385	0.00112248	12.8419	54.5005	18.25	0.218209	14.7935	138
DATA	1620295160	98989009	15787	0	2021-05-06	12:59:20	5924.53	416.519	1985.54	39.8162	55.001	29.5559	43.7385	0.00115638	12.8414	54.5005	-69.5	0.218209	14.7939	187
DATA	1620295161	98989009	15791	0	2021-05-06	12:59:21	5930.43	415.594	1985.74	39.8154	55.001	29.5555	43.7385	0.00114879	12.8413	54.5005	-61.25	0.218209	14.7927	225
DATA	1620295162	98989009	15795	0	2021-05-06	12:59:22	5732.17	415.738	1986.02	39.8162	55.001	29.5555	43.7383	0.00110349	12.8414	54.5005	-7	0.218209	14.7927	 13
DATA	1620295163	98989009	15799	0	2021-05-06	12:59:23	5762.24	414.779	1985.54	39.8162	55.001	29.5563	43.7381	0.00111705	12.8418	54.5005	40.75	0.218209	14.7923	178
DATA	1620295164	98989009	15803	0	2021-05-06	12:59:24	5894.59	416.016	1985.58	39.8158	55.001	29.5567	43.7383	0.00114444	12.8418	54.5005	-167.25	0.218209	14.7923	 26
DATA	1620295165	98989009	15807	0	2021-05-06	12:59:25	5984.8	415.992	1985.81	39.8158	55.001	29.5584	43.7383	0.00116181	12.841	54.5005	-220.75	0.218209	14.7923	180
DATA	1620295166	98989009	15811	0	2021-05-06	12:59:26	5743.12	416.278	1985.96	39.8162	55.001	29.5571	43.7383	0.00111327	12.8419	54.5005	-82.25	0.218209	14.7927	219
DATA	1620295167	98673105	15815	0	2021-05-06	12:59:27	5700.63	415.066	1985.82	39.8166	55.001	29.5571	43.7385	0.00110043	12.8424	54.5005	-52	0.218209	14.7927	 44
DATA	1620295168	98673105	15819	0	2021-05-06	12:59:28	5703.03	415.163	1985.72	39.8166	55.001	29.5571	43.7385	0.00110149	12.8422	54.5005	-36	0.218209	14.7927	 51
DATA	1620295169	98673105	15823	0	2021-05-06	12:59:29	5717.67	416.589	1985.74	39.8158	55.001	29.5571	43.7385	0.00110855	12.8422	54.5007	-50.5	0.218209	14.7923	176
DATA	1620295170	98673105	15827	0	2021-05-06	12:59:30	5713.67	415.101	1985.73	39.8166	55.001	29.5576	43.7385	0.0011048	12.842	54.5007	62	0.218209	14.7919	158
DATA	1620295171	98673105	15831	0	2021-05-06	12:59:31	5944.65	415.696	1985.1	39.8162	55.001	29.5592	43.7387	0.00115432	12.8412	54.5005	-217.75	0.218209	14.7911	199
DATA	1620295172	98673105	15835	0	2021-05-06	12:59:32	5855.79	416.26	1985.54	39.8166	55.001	29.5592	43.7381	0.00114042	12.8421	54.5011	-147.25	0.218209	14.7911	195
DATA	1620295173	98673105	15839	0	2021-05-06	12:59:33	5843.95	415.8	1985.36	39.8154	55.001	29.5588	43.7381	0.0011347	12.8414	54.5013	-23	0.218209	14.8021	154
DATA	1620295174	98673105	15843	0	2021-05-06	12:59:34	5965.75	415.533	1985.21	39.8162	55.001	29.5588	43.7385	0.00115971	12.8419	54.5013	-211.75	0.218209	14.8068	 11
DATA	1620295175	98360061	15847	0	2021-05-06	12:59:35	6045.21	416.573	1985.19	39.8162	55.001	29.5584	43.7385	0.00118571	12.8409	54.5005	-189.25	0.218209	14.8072	  3
DATA	1620295176	98360061	15851	0	2021-05-06	12:59:36	5955.71	416.037	1985.57	39.8162	55.001	29.558	43.7385	0.00117191	12.8413	54.5005	-81.75	0.218209	14.8037	156
DATA	1620295177	98360061	15855	0	2021-05-06	12:59:37	5858.59	415.83	1985.62	39.8158	55.001	29.558	43.7385	0.00115488	12.8411	54.5005	92.25	0.218209	14.7923	 83
DATA	1620295178	98360061	15859	0	2021-05-06	12:59:38	6013.71	416.344	1985.38	39.8154	55.001	29.5592	43.7385	0.00118303	12.841	54.5002	-169	0.218209	14.7915	 53
DATA	1620295179	98360061	15863	0	2021-05-06	12:59:39	6054.34	416.422	1985.29	39.8158	55.001	29.5596	43.7381	0.00119738	12.8407	54.4998	-175.25	0.218209	14.7915	 35
DATA	1620295180	98360061	15867	0	2021-05-06	12:59:40	6110.73	417.057	1985.21	39.8162	55.001	29.5596	43.7385	0.00121054	12.8408	54.4998	-83	0.218209	14.7903	 54
DATA	1620295181	98360061	15871	0	2021-05-06	12:59:41	6129.06	416.371	1985.11	39.8182	55.001	29.5592	43.7383	0.00119096	12.8403	54.4998	80	0.218209	14.7907	 14
DATA	1620295182	98045110	15875	0	2021-05-06	12:59:42	6168.77	417.146	1985.12	39.8174	55.001	29.5608	43.7385	0.00121009	12.8393	54.4998	106.75	0.218209	14.7911	220
DATA	1620295183	98045110	15879	0	2021-05-06	12:59:43	6059.04	416.465	1985.6	39.8166	55.001	29.56	43.7385	0.00118534	12.8408	54.4998	-110	0.218209	14.7907	223
DATA	1620295184	98045110	15883	0	2021-05-06	12:59:44	6010.83	416.633	1985.47	39.8178	55.001	29.5612	43.7385	0.0011729	12.8399	54.4998	-56.5	0.218209	14.7911	124
DATA	1620295185	98045110	15887	0	2021-05-06	12:59:45	6068.25	416.349	1985.24	39.8174	55.001	29.5612	43.7385	0.00119108	12.8406	54.4998	-84.75	0.218209	14.7911	227
DATA	1620295186	98045110	15891	0	2021-05-06	12:59:46	6265.14	417.692	1984.88	39.817	55.001	29.5608	43.7385	0.00122746	12.8404	54.4998	-79.5	0.218209	14.7911	134
DATA	1620295187	98045110	15895	0	2021-05-06	12:59:47	6462.26	418.178	1984.36	39.8203	55.001	29.5592	43.7385	0.00127398	12.8395	54.4996	-268	0.218209	14.7899	161
DATA	1620295188	98045110	15899	0	2021-05-06	12:59:48	6194.53	416.713	1985.3	39.8215	55.001	29.5588	43.7383	0.00117402	12.8404	54.499	305.5	0.218209	14.7899	 83
DATA	1620295189	98045110	15903	0	2021-05-06	12:59:49	6045.51	417.447	1985.39	39.8211	55.001	29.5625	43.7383	0.00114782	12.8417	54.499	52	0.218209	14.7896	231
DATA	1620295190	97732067	15907	0	2021-05-06	12:59:50	6196.46	417.32	1985.2	39.8211	55.001	29.5629	43.7381	0.00118636	12.8405	54.499	43.75	0.218209	14.7892	 22
DATA	1620295191	97732067	15911	0	2021-05-06	12:59:51	6241.92	417.601	1985.21	39.8203	55.001	29.5629	43.7383	0.0011866	12.8403	54.499	28	0.218209	14.7896	169
DATA	1620295192	97732067	15915	0	2021-05-06	12:59:52	5933.74	417.151	1985.75	39.8215	55.001	29.5625	43.7385	0.00112982	12.8416	54.499	191.75	0.218209	14.7896	192
DATA	1620295193	97732067	15919	0	2021-05-06	12:59:53	5691.95	416.4	1985.97	39.8199	55.001	29.5641	43.7385	0.00107855	12.842	54.499	128	0.218209	14.7892	163
DATA	1620295194	97732067	15923	0	2021-05-06	12:59:54	5740.16	415.189	1985.89	39.8219	55.001	29.5645	43.7385	0.00108305	12.8416	54.499	95.5	0.218209	14.7892	 97
DATA	1620295195	97732067	15927	0	2021-05-06	12:59:55	5797.91	416.792	1985.88	39.8215	55.001	29.5641	43.7385	0.00109964	12.8412	54.499	91.75	0.218209	14.7884	170
DATA	1620295196	97732067	15931	0	2021-05-06	12:59:56	5748.24	416.449	1986	39.8207	55.001	29.5633	43.7385	0.00108864	12.8416	54.499	64	0.218209	14.7884	107
DATA	1620295197	97419023	15935	0	2021-05-06	12:59:57	5923.82	418.058	1985.67	39.8211	55.001	29.5637	43.7383	0.00112422	12.8407	54.499	-47.75	0.218209	14.7884	184
DATA	1620295198	97419023	15939	0	2021-05-06	12:59:58	6004.69	416.935	1985.61	39.8207	55.001	29.5641	43.7385	0.0011419	12.8407	54.499	-82.75	0.218209	14.788	 87
DATA	1620295199	97419023	15943	0	2021-05-06	12:59:59	6158.44	417.67	1985.23	39.8215	55.001	29.5645	43.7385	0.00117699	12.8397	54.499	-91.5	0.218209	14.7884	107
DATA	1620295200	97419023	15947	0	2021-05-06	13:00:00	6267.75	418.249	1984.98	39.8199	55.001	29.5645	43.7385	0.00119826	12.8393	54.499	-162.75	0.218209	14.7888	241
